polygon_id,polygon_name,county_fips,state_fips,metric_date,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
37001,Alamance,37001,37,2020-03-01,0.0673310257261007,0.17227705006280283
37003,Alexander,37003,37,2020-03-01,0.048259692237941854,0.20069706651176306
37005,Alleghany,37005,37,2020-03-01,0.13865286634910143,0.21881959910913143
37007,Anson,37007,37,2020-03-01,0.037308301557928386,0.1879579872984856
37009,Ashe,37009,37,2020-03-01,0.0011968711498502446,0.2413462854015597
37011,Avery,37011,37,2020-03-01,0.21824003542982845,0.1719128329297821
37013,Beaufort,37013,37,2020-03-01,0.04231673310738012,0.19010110510228073
37015,Bertie,37015,37,2020-03-01,0.12384091245715255,0.15733283386401947
37017,Bladen,37017,37,2020-03-01,0.03935966583888459,0.18488745980707394
37019,Brunswick,37019,37,2020-03-01,0.042097249007988516,0.2136016880376563
37021,Buncombe,37021,37,2020-03-01,0.06327321444067223,0.17563164850118412
37023,Burke,37023,37,2020-03-01,0.061685269254863236,0.19081798857079757
37025,Cabarrus,37025,37,2020-03-01,0.09046621525792194,0.17853868653501928
37027,Caldwell,37027,37,2020-03-01,0.06435635825643196,0.20530154277699858
37029,Camden,37029,37,2020-03-01,0.03396150048841927,0.18823112371499465
37031,Carteret,37031,37,2020-03-01,0.02734510794202555,0.1982568607972184
37033,Caswell,37033,37,2020-03-01,0.10159600640497383,0.19221548441686642
37035,Catawba,37035,37,2020-03-01,0.05099726500216568,0.180509395624301
37037,Chatham,37037,37,2020-03-01,0.03484723418641683,0.17809490660169391
37039,Cherokee,37039,37,2020-03-01,0.11467500714216858,0.21353558926487742
37041,Chowan,37041,37,2020-03-01,0.06903890270761207,0.19613016710642045
37043,Clay,37043,37,2020-03-01,0.1372361179631276,0.2237591537835639
37045,Cleveland,37045,37,2020-03-01,0.06884560496502933,0.1904602467355191
37047,Columbus,37047,37,2020-03-01,0.009216185823470977,0.19014188227208006
37049,Craven,37049,37,2020-03-01,0.05787380262992879,0.1985179086043639
37051,Cumberland,37051,37,2020-03-01,0.06869821681156507,0.18758390930336638
37053,Currituck,37053,37,2020-03-01,0.012956946491339872,0.21087704213241618
37055,Dare,37055,37,2020-03-01,0.0987903292041848,0.17079530638852672
37057,Davidson,37057,37,2020-03-01,0.04601966905165979,0.19807009417940405
37059,Davie,37059,37,2020-03-01,0.014014716889286663,0.19332110091743118
37061,Duplin,37061,37,2020-03-01,0.055582676495167474,0.13563288122372924
37063,Durham,37063,37,2020-03-01,0.018117324820751925,0.1549538780757347
37065,Edgecombe,37065,37,2020-03-01,0.0240394842769082,0.14831336775098997
37067,Forsyth,37067,37,2020-03-01,0.027432353911726333,0.18587206014437316
37069,Franklin,37069,37,2020-03-01,0.07200684368669975,0.18029748841745913
37071,Gaston,37071,37,2020-03-01,0.08507336412420707,0.19490000691993642
37073,Gates,37073,37,2020-03-01,-0.052550911859084004,0.21460775473399463
37075,Graham,37075,37,2020-03-01,,
37077,Granville,37077,37,2020-03-01,0.043046747669625865,0.18189396465488497
37079,Greene,37079,37,2020-03-01,0.06107690415264251,0.15516215412079742
37081,Guilford,37081,37,2020-03-01,0.032643408224513226,0.1719650320251254
37083,Halifax,37083,37,2020-03-01,0.13591063990885432,0.16822678438463992
37085,Harnett,37085,37,2020-03-01,0.056001729086174894,0.17412464214930626
37087,Haywood,37087,37,2020-03-01,0.15336378174607154,0.19381535038932146
37089,Henderson,37089,37,2020-03-01,0.029949527646170707,0.1862235538706127
37091,Hertford,37091,37,2020-03-01,-0.004336599510445259,0.1640495867768595
